時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2024/11/12,261,267,255,256.5,263.3,260.65,259.58,204.55,193,280.37,259.58,238.78,227,1041,552,0,2792,0,0,5.45%,-7,22857,67,74,44.61%,-4,278,0,4,0.54%,613,2,14,12,0,4.79%,266.39,281.09,1.16,31348,6091,25257,228.45,-3.09,16.02%,16.56%
2024/11/13,258,259,251,251.5,262.3,259.75,259.8,204.95,193.68,280.14,259.8,239.46,314,1083,577,-58,2734,2,60,5.34%,-76,22781,54,130,44.46%,1,279,1,0,0.54%,623,10,28,18,0,4.86%,266.32,273.58,1.26,31551,5956,25595,228.47,-4.04,15.65%,16.10%
2024/11/14,251.5,257,249,251.5,256.2,259.3,260.18,205.39,194.31,279.59,260.18,240.76,165,922,588,0,2734,0,0,5.34%,-3,22778,46,49,44.45%,-4,275,0,4,0.54%,622,-1,19,20,0,4.85%,266.37,273.58,1.11,32111,5967,26144,228.47,-4.75,14.92%,15.51%
2024/11/15,252,258.5,251.5,251.5,254.4,258.55,260.53,205.8,194.91,279.03,260.53,242.03,194,319,599,22,2756,22,0,5.38%,19,22791,69,50,44.48%,0,275,0,0,0.54%,618,-4,13,17,0,4.82%,265.78,273.58,-1.83,31926,5930,25996,228.68,-2.26,14.20%,14.86%
2024/11/18,254,257.5,250,251.5,252.5,257.85,261.05,206.23,195.46,277.82,261.05,244.28,191,218,616,5,2761,5,0,5.39%,5,22794,65,60,44.49%,0,275,0,0,0.54%,590,-28,12,40,0,4.60%,265.62,273.58,0.48,32550,6103,26447,228.72,-2.84,12.85%,13.85%
2024/11/19,250.5,255.5,249,250,251.2,257.25,260.5,206.65,195.96,277.95,260.5,243.05,114,196,618,1,2762,1,0,5.39%,-46,22748,13,59,44.40%,0,275,0,0,0.54%,603,13,17,4,0,4.71%,267.75,273.58,0.94,32961,5941,27020,228.73,-3.07,13.40%,13.62%
2024/11/20,251,252.5,249,250.5,251,256.65,259.63,207.08,196.42,277.23,259.63,242.02,97,152,618,0,2762,0,0,5.39%,-5,22749,27,32,44.40%,-3,272,0,3,0.53%,615,12,15,3,0,4.80%,269.08,273.58,0.89,32730,6026,26704,228.73,3.68,13.57%,13.59%
2024/11/21,249.5,271.5,249.5,265.5,253.8,255,259.03,207.59,196.94,274.89,259.03,243.16,522,224,573,46,2808,46,0,5.48%,176,22928,276,100,44.75%,-1,271,1,2,0.53%,633,18,53,35,0,4.94%,266.16,273.58,1.94,32949,6105,26844,229.3,6.62,12.25%,12.92%
2024/11/22,271,287.5,268,268.5,257.2,255.8,259.05,208.14,197.48,274.97,259.05,243.13,1182,421,370,120,2928,120,0,5.72%,123,23051,517,394,44.99%,-2,269,4,6,0.53%,598,-35,67,102,0,4.67%,270.42,273.58,1.23,32900,5979,26921,231.33,8.17,12.29%,12.61%
2024/11/25,274.5,288,268.5,285.5,264,258.25,259.7,208.78,198.06,278.56,259.7,240.84,714,526,372,120,3048,120,0,5.95%,103,23154,310,207,45.19%,1,270,4,3,0.53%,559,-39,40,79,0,4.36%,275.31,273.58,1.03,32661,5979,26682,233.32,10.92,14.52%,13.56%
2024/11/26,288.5,293.5,276,283,270.6,260.9,260.78,209.33,198.56,282.2,260.78,239.35,910,685,440,120,3168,120,0,6.18%,-61,23087,282,343,45.06%,-2,268,1,3,0.52%,623,64,93,29,0,4.86%,278.22,273.58,0.92,31976,6159,25817,235.29,11.85,16.43%,15.00%
2024/11/27,282,294,274,280,276.5,263.75,261.75,209.88,199.08,284.75,261.75,238.75,813,828,490,80,3248,80,0,6.34%,99,23123,323,224,45.13%,16,284,22,6,0.55%,582,-41,66,107,0,4.54%,279.4,273.58,0.61,32025,6289,25736,236.53,11.74,17.57%,16.28%
